title,year
"WASHINGTON COUNTY, MO",2023
"WASHINGTON COUNTY, MD",2023
"WASHINGTON COUNTY, FL",2023
WASHINGTON (DC) POST,2023
"WASDIN, HOWARD",2023
"WASDEN, BRETT",2023
"WASCO, CA",2023
"WARWICK, RI",2023
"WARSAW, VA",2023
WARRIOR’S WEEKEND (organization),2023
"WARRENTON, GA",2023
"WARREN, PA",2023
"WARREN, LEILA",2023
"WARREN, GARRETT",2023
"WARREN, ELIZABETH (a Senator from Massachusetts)",2023
"WARREN, EDITH",2023
"WARREN, DEBBIE",2023
"WARREN, CYNTHIA VERNON",2023
"WARREN COUNTY, PA",2023
"WARREN COUNTY, OH",2023
"WARREN COUNTY, NC",2023
"WARNOCK, RAPHAEL G. (a Senator from Georgia)",2023
"WARNIG, MATTHIAS",2023
"WARNER, MARK R. (a Senator from Virginia)",2023
"WARNER, FREDERICK L., JR.",2023
"WARNER, EMILY HOWELL",2023
WARNER BROS. ENTERTAINMENT INC.,2023
"WARNER BROS. DISCOVERY, INC.",2023
"WARNER, AARON",2023
"WARMBIER, OTTO F.",2023
"WARING, RICHARD",2023
WAREHOUSE WORKER RECOGNITION WEEK,2023
"WARE, LINCOLN",2023
"WARDSVILLE, MO",2023
"WARDLOW, MARY A.",2023
WARDING OFF HOSTILE ADMINISTRATIVE LEASING EFFORTS (WHALE) ACT,2023
"WARD, ROBERT L.",2023
"WARD, MYAH",2023
"WARD, MAYA",2023
"WARD, LaSHANNA",2023
"WARD, JOE, SR.",2023
"WARD HOLDINGS INTERNATIONAL, LLC",2023
WAR  related term(s)  Korean War; Vietnamese Conflict; World War I; World War II,2023
WAR POWERS RESOLUTION,2023
"WAPPINGER FALLS, NY",2023
"WAPELLO, IA",2023
"WANG, PETER",2023
"WANG, LISA W.",2023
"WALWORTH, WI",2023
"WALTZ, MICHAEL (a Representative from Florida)",2023
"WALTON, ETHAN",2023
"WALTON, DON",2023
"WALTON COUNTY, FL",2023
"WALTON, AUBURN KENDALL",2023
"WALTERS, THOMAS J.",2023
"WALTERS, CAMERON S.",2023
"WALTERS, BEATRICE",2023
WALTER PATTERSON AND WERNER FOERSTER JUSTICE AND EXTRADITION ACT see Justice and Extradition Act,2023
"WALTER, JACK",2023
"WALSTONBURG, NC",2023
"WALSH, ROBERT",2023
"WALRATH-HOLDRIDGE, MARY",2023
"WALLS, JOSIAH T. (a former Representative from Florida)",2023
"WALLS, BETSY",2023
"WALLIN, JAKE R.",2023
"WALLACH, BRIAN",2023
"WALLACE, NICK",2023
"WALLACE, KEENAN",2023
"WALLACE, HAROLD H. (RIP), JR.",2023
"WALLACE, DAVID",2023
"WALLACE, BARBARA CHILDS",2023
WALL STREET REFORM AND CONSUMER PROTECTION ACT,2023
WALL STREET JOURNAL,2023
"WALL, GARY",2023
"WALKER, TANISHA",2023
"WALKER, MORDECAI",2023
"WALKER, JAMAR K.",2023
"WALKER, DORSEY O.",2023
"WALKER, CORDELL",2023
"WALKER, ANTOINE",2023
WALES see United Kingdom of Great Britain and Northern Ireland,2023
"WALENSKY, ROCHELLE P.",2023
"WALDRON, SAMUEL",2023
"WALDOBORO, ME",2023
"WALDMAN, MITCHELL",2023
"WALBERG, TIM (a Representative from Michigan)",2023
"WAKULLA, FL",2023
"WAKULLA COUNTY, FL",2023
WAKE FOREST UNIVERSITY,2023
"WAJSZCZUK, STEPHANIE",2023
"WAISTELL, THOMAS",2023
"WAINWRIGHT, ADAM",2023
"WAINSTEIN, KENNETH L.",2023
"WAINMAN, BARBARA",2023
"WAHLQUIST, CARRIE",2023
"WAGNER, MICHELLE L.",2023
"WAGNER, MARK C., II",2023
"WAGNER, JIM",2023
"WAGNER, ANN (a Representative from Missouri)",2023
"WAGGONER, MIKE",2023
WAGES see Income,2023
WAGE THEFT PREVENTION AND WAGE RECOVERY ACT,2023
"WADSWORTH, OH",2023
"WADHIA, SHOBA SIVAPRASAD",2023
"WADHAM, DANIEL",2023
"WADE, WILLIAM C.",2023
"WADE, JOSEPH",2023
"WADE, JOHN F.",2023
"WADE, JAMES A.",2023
"WADDINGTON, TREVOR",2023
"WACO, TX",2023
"WABASH, IN",2023
VULCAN MATERIALS CO.,2023
"VU, HENRY",2023
VOX (Internet site),2023
VOTING RIGHTS ADVANCEMENT ACT,2023
VOTING RIGHTS ACT,2023
VOTING,2023
VOTES IN SENATE  related term(s)  Senate,2023
VOTES IN HOUSE  related term(s)  House of Representatives,2023
VOTER CHOICE ACT,2023
VOTE BY MAIL TRACKING ACT,2023
VOTE AT HOME ACT,2023
"VOSE, ROBERT W.",2023
"VOORHIS, JOSHUA",2023
"von KLOCK, ANTHONY R.",2023
"VON ENDE-BECKER, ALICE",2023
"VOLUSIA COUNTY, FL",2023
VOLUNTEER WORKERS  related term(s)  Community Service,2023
VOLUNTEER PILOT SUPPORT ACT,2023
VOLUNTEER FIRST RESPONDER HOUSING ACT,2023
VOLUNTEER FIREFIGHTERS see Firefighters,2023
"VOLUNTEER FAIRFAX, INC.",2023
VOLUNTEER DRIVER TAX APPRECIATION ACT,2023
VOLUNTARY GROUNDWATER CONSERVATION ACT,2023
VOLUNTARY GRAZING PERMIT RETIREMENT ACT,2023
"VOLTOLINI, MATEUS",2023
"VOLKALT, ALEXANDRA",2023
"VOLK, MARK",2023
VOICE OF AMERICA,2023
"VOGT, ROBERT",2023
"VOGEL, SUSAN",2023
"VOGEL, MATTHEW",2023
"VITI, AMY",2023
VITAMINS,2023
"VISALIA, CA",2023
VISA OVERSTAY ENFORCEMENT ACT,2023
VIRTUAL GAIN-OF-FUNCTION RESEARCH MORATORIUM ACT,2023
"VIRJEE, FRAM AND JULIE",2023
VIRIDI PARENTE CO.,2023
VIRGINIA WILDERNESS ADDITIONS ACT,2023
VIRGINIA WESLEYAN UNIVERSITY,2023
VIRGINIA STATE UNIVERSITY,2023
VIRGINIA MILITARY INSTITUTE,2023
"VIRGINIA BEACH, VA",2023
VIRGINIA ASSOCIATION OF CHIEFS OF POLICE,2023
VIRGINIA,2023
VIRGIN ISLANDS,2023
"VIRAY, STEPHEN",2023
VIOLENT CRIME CONTROL AND LAW ENFORCEMENT ACT,2023
VIOLENCE AGAINST WOMEN ACT,2023
"VINYARD, JOE A.",2023
"VINTON, IA",2023
"VINOVICH, PAUL D.",2023
"VINOGRAD, SAMANTHA",2023
"VINER, EDWARD",2023
"VILSACK, THOMAS J.  see  Secretary of Agriculture (Thomas J. Vilsack)",2023
"VILLINES, FLOYD (BUDDY)",2023
"VILLEDA, JORGE",2023
"VILLANUEVA, JEFF (SUPA JEFF)",2023
"VILLALOBOS, SYLVIA",2023
"VILLAGRAN, LAUREN",2023
"VILLAGE OF HARRISON, WI",2023
"VILLAFUERTE, ALEX",2023
"VILLA PARK, CA",2023
"VILLA, JAMES M.",2023
"VILCHEZ SANTIAGO, SAMUEL",2023
VIETNAMESE CONFLICT  related term(s)  War,2023
VIETNAMESE AMERICANS,2023
VIETNAM VETERANS LIVER FLUKE CANCER STUDY ACT,2023
VIETNAM VETERANS DAY,2023
"VIETNAM, SOCIALIST REPUBLIC OF",2023
VIEQUES RECOVERY AND REDEVELOPMENT ACT,2023
"VIENNA, VA",2023
"VICTORIA, TX",2023
VICTIMS OF TRAFFICKING AND VIOLENCE PROTECTION ACT,2023
VICTIMS OF CRIME ACT,2023
VICTIMS OF COMMUNISM MEMORIAL FOUNDATION,2023
"VICKSBURG, MS",2023
"VICKERS, CASSIE CARDIN",2023
"VICKERS, BILL",2023
"VICK, WAYNE",2023
"VICERE, MARISA",2023
VICE PRESIDENTS OF THE UNITED STATES,2023
VICE PRESIDENT OF THE UNITED STATES (Kamala D. Harris),2023
"VICARI, JOSEPH",2023
"VIA, DARIN K.",2023
VETTING FOR EQUAL TREATMENT OF SMALL (VETS) BUSINESS ACT,2023
VETERANS’ TRUE CHOICE ACT,2023
VETERANS’ SENTINEL ACT,2023
VETERANS SCAM AND FRAUD EVASION (VSAFE) ACT,2023
VETERANS RIGHT TO EXPEDIENCY ACT,2023
VETERANS PROTECTION FROM FRAUD ACT,2023
VETERANS OF FOREIGN WARS,2023
VETERANS NATIONAL TRAUMATIC BRAIN INJURY TREATMENT ACT,2023
VETERANS JOBS OPPORTUNITY ACT,2023
VETERANS INFERTILITY TREATMENT ACT,2023
VETERANS HSA ACCESS ACT,2023
VETERANS HOMECARE CHOICE ACT,2023
VETERANS HEALTH CARE FREEDOM ACT,2023
VETERANS HEALTH CARE AND BENEFITS IMPROVEMENT ACT,2023
VETERANS HEALTH ADMINISTRATION,2023
VETERANS GET OUTSIDE DAY,2023
VETERANS EXPOSED TO TOXIC (VET) PFAS ACT,2023
VETERANS EXAM EXPANSION ACT,2023
VETERANS ENTREPRENEURSHIP ACT,2023
VETERANS EMPLOYMENT WEEK,2023
VETERANS EMERGENCY CARE REIMBURSEMENT ACT,2023
VETERANS EARNED EDUCATION ACT,2023
VETERANS DAY,2023
VETERANS’ COMPENSATION COST-OF-LIVING ADJUSTMENT (VETERANS’ COLA) ACT,2023
VETERANS CLAIMS EDUCATION ACT,2023
VETERANS’ BENEFITS IMPROVEMENTS ACT,2023
VETERANS BENEFITS IMPROVEMENT ACT,2023
VETERANS ASSOCIATION OF REAL ESTATE PROFESSIONALS,2023
VETERANS’ ADMINISTRATION see Department of Veterans Affairs,2023
VETERANS ACCESS TO DIRECT PRIMARY CARE ACT,2023
"VETERANS ACCESS, CHOICE, AND ACCOUNTABILITY ACT",2023
VETERANS 2ND AMENDMENT PROTECTION ACT,2023
VETERANS,2023
VETERAN SUICIDE PREVENTION ACT,2023
VETERAN RESTITUTION AND JUSTICE ACT,2023
VETERAN IMPROVEMENT COMMERCIAL DRIVER LICENSE ACT,2023
VETERAN GOLFERS ASSOCIATION,2023
VETERAN FAMILIES HEALTH SERVICES ACT,2023
VETERAN ENTREPRENEURSHIP TRAINING ACT,2023
VETERAN ENTREPRENEURS ACT,2023
VETERAN CARE IMPROVEMENT ACT,2023
VETERAN AND SERVICEMEMBER CONSUMER PROTECTION ACT,2023
"VEST, TERRI",2023
"VESPIA, VINCENT, JR.",2023
"VESGA, DIANA",2023
"VESELY, ISABELLA",2023
"VERZANI, AVA",2023
"VERRIER, ERIC S.",2023
"VERNER, ALEXANDRIA",2023
VERMONT,2023
"VERMAN, LALIT",2023
"VERMA, RICHARD R.",2023
VERIFYING ACCURATE LEADING-EDGE IVCT DEVELOPMENT (VALID) ACT,2023
VERIFICATION OF THE ELECTORATE (VOTE) ACT,2023
"VERGARA-MACTAL, GRACE",2023
"VERDICH, LAUREN",2023
"VERDI, THOMAS",2023
"VERA, HERNAN D.",2023
VENTURE SMITH FREEDOM DAY,2023
"VENTURA COUNTY, CA",2023
"VENICE, FL",2023
VENEZUELANS OVERCOMING INTERFERENCE AND CORRUPTION IN ELECTIONS (VOICE) ACT,2023
VENEZUELA DEFENSE OF HUMAN RIGHTS AND CIVIL SOCIETY ACT,2023
"VENEZUELA, BOLIVARIAN REPUBLIC OF",2023
"VELEZ, PATRICIA NAVARRO",2023
"VELEZ, MOISES",2023
"VELASQUEZ, MARISOL",2023
"VELASQUEZ, JACI",2023
"VELASQUEZ, ALEX",2023
"VELÁZQUEZ, NYDIA M. (a Representative from New York)",2023
VEHICLE RENTAL ORDER OBLIGATION MANDATE (VROOM) ACT,2023
VEGAS GOLDEN KNIGHTS (hockey team),2023
"VEGA, OSCAR M.",2023
"VEGA, GIL",2023
"VEDAMURTHY, BILVA",2023
"VEAZEY, STEVEN",2023
"VEASEY, MARC A. (a Representative from Texas)",2023
"VAZQUEZ, BRIANNY N.",2023
"VAUGHN, BRUCE R.",2023
"VAUGHAN, CHARLES",2023
"VASQUEZ-LASSO, ANDRES",2023
"VASQUEZ, GABE (a Representative from New Mexico)",2023
VASILOFF FAMILY,2023
"VARIAVA, HEATHER ROACH",2023
"VARGAS, PABLO, JR. (P.J.)",2023
"VARGAS, JUAN (a Representative from California)",2023
"VARGAS, JADA",2023
"VARA, RICHARD C.",2023
VANS see Common Carriers,2023
"VanREKEN, TIM",2023
"VANPOOTS, MICHAEL R.",2023
"VANN, ALBERT",2023
"VANIER, MARTY",2023
"VANIER, JACK",2023
"VanHERCK, GLEN D.",2023
"VANDEWALLE, GERALD W.",2023
"VANDERGRIFT, PA",2023
VANDERBILT UNIVERSITY,2023
"VANDEMARK, JEROME A.",2023
"VANCOUVER, WA",2023
VANCOUVER SUND (Canadian publication),2023
"VANCE, LEE D., JR.",2023
"VANCE, J.D. (a Senator from Ohio)",2023
"VAN PATTEN, DAVE",2023
"VAN ORDEN, DERRICK (a Representative from Wisconsin)",2023
"VAN HORN, STEVEN",2023
"VAN HOLLEN, CHRIS (a Senator from Maryland)",2023
"VAN HEERDEN, AUREOLE",2023
"VAN DYKE, TAMMY",2023
"VAN DUYNE, BETH (a Representative from Texas)",2023
"VAN DUSEN, GREG",2023
"VAN DREW, JEFFERSON (a Representative from New Jersey)",2023
"VAN DER STAD, JESSICA",2023
"VAN ALSTYNE, TX",2023
VALVE SAFETY FAIRNESS ACT,2023
"VALVANO, JIM",2023
"VALPARAISO, IN",2023
"VALPARAISO, FL",2023
"VALONE, DONALD C.",2023
VALLEY-WIDE NOISE RELIEF ACT,2023
"VALLEY, AL",2023
"VALLES, NORMA",2023
VALLEJO PHILIPPINE CULTURAL COMMITTEE,2023
"VALLEJO, CA",2023
"VALLEE, GEOFFREY G.",2023
"VALLE TINOCO, LUIS C.",2023
"VALLE, RICHARD",2023
VALIDATE PRIOR LEARNING TO ACCELERATE EMPLOYMENT ACT,2023
"VALENZUELA, FERNANDO",2023
"VALDEZ, JUSTIN",2023
"VALATIE, NY",2023
"VALADAO, DAVID G. (a Representative from California)",2023
"VAKHABOV, JAVLON",2023
"VAIL, LINDA",2023
"VADER, STEPHANIE",2023
"VACAVILLE, CA",2023
"VAAGENES, RACHEL LANDERS",2023
VA WORK-STUDY IMPROVEMENT ACT,2023
VA MEDICINAL CANNABIS RESEARCH ACT,2023
VA MAINTAINING INTERNAL SYSTEMS AND STRENGTHENING INTEGRATED OUTSIDE NETWORKS (VA MISSION) ACT,2023
VA LOAN INFORMED DISCLOSURE (VALID) ACT,2023
VA HOME LOAN AWARENESS ACT,2023
VA CHOICE AND QUALITY EMPLOYMENT ACT,2023
V-J DAY,2023
"UZBEKISTAN, REPUBLIC OF",2023
UYGHUR POLICY ACT,2023
UYGHUR HUMAN RIGHTS SANCTIONS REVIEW ACT,2023
UYGHUR HUMAN RIGHTS PROTECTION ACT,2023
UYGHUR HUMAN RIGHTS PROJECT (organization),2023
UYGHUR HUMAN RIGHTS POLICY ACT,2023
UYGHUR GENOCIDE ACCOUNTABILITY AND SANCTIONS ACT,2023
UYGHUR FORCED LABOR DISCLOSURE ACT,2023
"UYEDA, MARK T.",2023
"UVIOVO, STEPHANIE",2023
"UVALDE, TX",2023
"UVALDE COUNTY, TX",2023
UTILITIES see Public Utilities,2023
UTERINE FIBROID RESEARCH AND EDUCATION ACT,2023
UTAH STATE PARKS ADJUSTMENT ACT,2023
UTAH,2023
"USTARIZ, YOLUISCLA",2023
USPIS SURVEILLANCE PROTECTION ACT,2023
USDA SPENDING ACCOUNTABILITY ACT,2023
USDA COMMUNICATION REGARDING OVERSIGHT OF PESTICIDES (USDA CROP) ACT,2023
USA WRESTLING (organization),2023
USA TODAY,2023
USA TAKRAW ASSOCIATION,2023
USA RICE FEDERATION,2023
US RESCUE AND AID INDIVIDUALS OF WORLD WAR II CONGRESSIONAL GOLD MEDAL ACT,2023
"URUGUAY, ORIENTAL REPUBLIC OF",2023
"URSCHEL, RICK",2023
"URIBE, MARIA RAMIREZ",2023
"URIARTE, CARLOS F.",2023
"URBINA, SAMANTHA",2023
"URBINA, BELISA AND MIGUEL",2023
"URBANA, ANTHONY R.",2023
URBAN INDIAN HEALTH CONFER ACT,2023
URBAN CANAL MODERNIZATION ACT,2023
URBAN AREAS  related term(s)  Rural Areas,2023
URANIUM MINERS AND WORKERS ACT,2023
"UPTON, FRED (a former Representative from Michigan)",2023
"UPTON, CRAIG",2023
UPPER PENINSULA REGIONAL LABOR FEDERATION,2023
UPHOLDING SOVEREIGNTY OF AIRSPACE (USA) ACT,2023
UPHOLDING PROTECTIONS FOR HEALTH AND ONLINE LOCATION DATA (UPHOLD) PRIVACY ACT,2023
UPHOLDING A SECURE POSTAL SYSTEM (USPS) ACT,2023
"UNWIN, TIMOTHY J., III",2023
UNUM (company),2023
UNRWA ACCOUNTABILITY AND TRANSPARENCY ACT,2023
"UNRATH, LUKE",2023
UNNECESSARY AGENCY REGULATIONS REDUCTION ACT,2023
UNMANNED AERIAL SECURITY (UAS) ACT,2023
UNLOCKING OUR DOMESTIC LNG POTENTIAL ACT,2023
"UNIVERSITY PARK, PA",2023
UNIVERSITY OF VIRGINIA,2023
UNIVERSITY OF UTAH RESEARCH PARK ACT,2023
UNIVERSITY OF TEXAS AT EL PASO,2023
UNIVERSITY OF SOUTHERN CALIFORNIA,2023
UNIVERSITY OF PENNSYLVANIA,2023
UNIVERSITY OF OKLAHOMA,2023
UNIVERSITY OF NOTRE DAME,2023
UNIVERSITY OF NORTH TEXAS,2023
UNIVERSITY OF NORTH CAROLINA,2023
UNIVERSITY OF NEW HAMPSHIRE,2023
"UNIVERSITY OF NEVADA, LAS VEGAS NEWS CENTER (Internet site)",2023
"UNIVERSITY OF NEVADA, LAS VEGAS",2023
UNIVERSITY OF NEBRASKA,2023
UNIVERSITY OF MONTANA,2023
UNIVERSITY OF MISSISSIPPI,2023
UNIVERSITY OF MINNESOTA,2023
UNIVERSITY OF MICHIGAN,2023
UNIVERSITY OF MIAMI,2023
UNIVERSITY OF MARYLAND EASTERN SHORE,2023
UNIVERSITY OF LYNCHBURG,2023
UNIVERSITY OF LA SIERRA,2023
UNIVERSITY OF KENTUCKY ALUMNI ASSOCIATION,2023
UNIVERSITY OF IOWA,2023
UNIVERSITY OF GEORGIA,2023
UNIVERSITY OF FLORIDA,2023
UNIVERSITY OF CONNECTICUT,2023
UNIVERSITY OF CINCINNATI CLERMONT COLLEGE,2023
UNIVERSITY OF CINCINNATI,2023
UNIVERSITY OF CENTRAL OKLAHOMA,2023
"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO (Internet site)",2023
"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",2023
"UNIVERSITY OF CALIFORNIA, RIVERSIDE",2023
"UNIVERSITY OF CALIFORNIA, LOS ANGELES",2023
UNIVERSITY OF ARIZONA,2023
UNIVERSITY OF ALASKA FAIRBANKS,2023
"UNIVERSITY CENTERS FOR GROWTH, DEVELOPMENT, AND PROSPERITY ACT",2023
UNIVERSITY AT BUFFALO LAW ALUMNI ASSOCIATION,2023
"UNIVERSITY AT ALBANY, STATE UNIVERSITY OF NEW YORK",2023
UNIVERSAL SCHOOL MEALS PROGRAM ACT,2023
UNITING AND STRENGTHENING AMERICA BY PROVIDING APPROPRIATE TOOLS REQUIRED TO INTERCEPT AND OBSTRUCT TERRORISM (USA PATRIOT) ACT,2023
UNITED WAY,2023
UNITED STEELWORKERS (organization),2023
UNITED STATES-ISRAEL FUTURE OF WARFARE ACT,2023
UNITED STATES FOREIGN SERVICE COMMEMORATIVE COIN ACT,2023
UNITED STATES CADET NURSE CORPS SERVICE RECOGNITION ACT,2023
"UNITED SERVICE ORGANIZATIONS, INC. (USO)",2023
"UNITED PARCEL SERVICE OF AMERICA, INC.",2023
UNITED NEIGHBORHOOD CENTERS OF NORTHEASTERN PENNSYLVANIA (organization),2023
"UNITED NEGRO COLLEGE FUND, INC.",2023
UNITED NATIONS,2023
UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND,2023
UNITED HELPERS (organization),2023
"UNITED HEALTHCARE SERVICES, INC.",2023
UNITED BROTHERHOOD OF TEAMSTERS,2023
UNITED BROTHERHOOD OF CARPENTERS AND JOINERS OF AMERICA,2023
UNITED ARAB EMIRATES,2023
"UNIONVILLE, IA",2023
"UNIONTOWN, PA",2023
"UNION, SC",2023
UNION OF ORTHODOX JEWISH CONGREGATIONS OF AMERICA,2023
"UNION COUNTY, SC",2023
"UNION COUNTY, NJ",2023
"UNION COUNTY, FL",2023
UNIFORMED SERVICES EMPLOYMENT AND REEMPLOYMENT ACT,2023
UNIFORMED AND OVERSEAS CITIZENS ABSENTEE VOTING ACT,2023
UNIFORM TREATMENT OF CUSTODIAL ASSETS ACT,2023
UNIFORM TIME ACT,2023
UNIFORM POSTAL DATA ACQUISITION FOR TRANSPARENCY AND EARLY DETECTION WITHIN THE U.S. POSTAL SERVICE (UPDATED USPS) ACT,2023
UNIDOSUS (organization),2023
UNICO NATIONAL (organization),2023
UNHOUSED PERSONS BILL OF RIGHTS,2023
"UNGERSMA, JOHN A.",2023
UNFUNDED MANDATES REFORM ACT,2023
UNEMPLOYMENT  related term(s)  Employment,2023
UNEMPLOYMENT INSURANCE MODERNIZATION AND RECESSION READINESS ACT,2023
UNDETECTABLE FIREARMS MODERNIZATION ACT,2023
UNDETECTABLE FIREARMS ACT,2023
"UNDERWOOD, WILLIAM G.",2023
"UNDERWOOD, LAUREN (a Representative from Illinois)",2023
UNDERTAKING NEGOTIATIONS ON INVESTMENT AND TRADE FOR ECONOMIC DYNAMISM (UNITED) ACT,2023
UNDERSTANDING THE TRUE COST OF COLLEGE ACT,2023
UNDERSTANDING CYBERSECURITY OF MOBILE NETWORKS ACT,2023
UNDERSEA CABLE CONTROL ACT,2023
UNAUTHORIZED SPENDING ACCOUNTABILITY ACT,2023
"ULSTER COUNTY, NY",2023
"ULLOA, WALTER F.",2023
UKRAINE SECURITY ASSISTANCE AND OVERSIGHT SUPPLEMENTAL APPROPRIATIONS ACT,2023
UKRAINE RECONSTRUCTION ACT,2023
UKRAINE RECONSTRUCTION ACCOUNTABILITY AND TRANSPARENCY ACT,2023
UKRAINE LEND-LEASE ACCOUNTABILITY ACT,2023
UKRAINE FREEDOM SUPPORT ACT,2023
UKRAINE DEMOCRACY DEFENSE LEND-LEASE ACT,2023
UKRAINE AID OVERSIGHT ACT,2023
UKRAINE,2023
"UKIAH, CA",2023
"UHLMANN, DAVID M.",2023
"UGARTE, MARISA",2023
"UGANDA, REPUBLIC OF",2023
"UEJIO, DAVID",2023
"UBLY, MI",2023
"UBALDE, TONY",2023
U.S.-URUGUAY ECONOMIC PARTNERSHIP ACT,2023
U.S.-TAIWAN INITIATIVE ON 21ST-CENTURY TRADE FIRST AGREEMENT IMPLEMENTATION ACT,2023
U.S.-TAIWAN EXPEDITED DOUBLE-TAX RELIEF ACT,2023
U.S.-TAIWAN EDUCATION INITIATIVE,2023
U.S. SUPPLY CHAIN SECURITY REVIEW ACT,2023
U.S. SOCCER FEDERATION,2023
U.S. SKI AND SNOWBOARD HALL OF FAME,2023
U.S. SENTENCING COMMISSION,2023
U.S. SENATE CAUCUS ON INTERNATIONAL NARCOTICS CONTROL,2023
U.S. SEMIQUINCENTENNIAL COMMISSION,2023
U.S. SAILING ASSOCIATION,2023
U.S.-RUSSIAN FEDERATION SEAFOOD RECIPROCITY ACT,2023
U.S. POSTAL SERVICE SHIPPING EQUITY ACT,2023
U.S. OLYMPIC COMMITTEE,2023
U.S. NEWS & WORLD REPORT (publication),2023
U.S. NAVAL INSTITUTE,2023
U.S. NAVAL ACADEMY,2023
U.S.-MOLDOVA DEFENSE PARTNERSHIP ACT,2023
U.S. MILITARY ACADEMY,2023
U.S.-MEXICO TRANSBOUNDARY AQUIFER ASSESSMENT ACT,2023
U.S. MERCHANT MARINE ACADEMY,2023
U.S. LEGAL GOLD AND MINING PARTNERSHIP ACT,2023
U.S.-ISRAEL INTERNATIONAL DEVELOPMENT COOPERATION ACT,2023
U.S. INTERAGENCY COUNCIL ON HOMELESSNESS,2023
U.S. INSTITUTE OF PEACE,2023
U.S. HOUSING ACT,2023
U.S. HOSTAGE AND WRONGFUL DETAINEE DAY,2023
U.S. HOLOCAUST MEMORIAL COUNCIL,2023
U.S. GREEN BUILDING COUNCIL,2023
U.S. GEOLOGICAL SURVEY,2023
U.S. FOUNDATION FOR INTERNATIONAL CONSERVATION,2023
U.S. FOREIGN SERVICE DAY,2023
U.S. FISH AND WILDLIFE SERVICE,2023
U.S. FIRE ADMINISTRATION,2023
U.S. DIGITAL PRIVACY AGENCY,2023
U.S. CUSTOMS AND BORDER PROTECTION OFFICER RETIREMENT TECHNICAL CORRECTIONS ACT,2023
U.S. CONFERENCE OF CATHOLIC BISHOPS,2023
"U.S. COMMISSION ON TRUTH, RACIAL HEALING, AND TRANSFORMATION",2023
U.S. COMMISSION ON INTERNATIONAL RELIGIOUS FREEDOM,2023
U.S. COMMISSION ON HATE CRIMES,2023
U.S. COMMISSION ON AN OPEN SOCIETY WITH SECURITY,2023
U.S. COMMISSION OF FINE ARTS,2023
U.S. COLORED TROOPS CONGRESSIONAL GOLD MEDAL ACT,2023
U.S. COLLEGIATE ATHLETIC ASSOCIATION,2023
U.S. COAST GUARD ACADEMY,2023
U.S. CITIZENSHIP ACT,2023
U.S.-CHINA ECONOMIC AND SECURITY REVIEW COMMISSION,2023
U.S. CHAMBER OF COMMERCE  related term(s)  Chambers of Commerce,2023
U.S.-CARIBBEAN STRATEGIC ENGAGEMENT ACT,2023
U.S. CAPITOL PRESERVATION COMMISSION,2023
"U.S. ARMY RANGER ASSOCIATION, INC.",2023
U.S. AND PACIFIC ISLANDS FORUM PARTNERSHIP ACT,2023
U.S. AIR FORCE ACADEMY,2023
U.S. AGENCY FOR GLOBAL MEDIA,2023
U.S. AFRICAN DEVELOPMENT FOUNDATION,2023
U.S. ACCESS BOARD,2023
U.S. ABILITYONE COMMISSION,2023
"TYUS-SHAW, TINA",2023
"TYNES, SANDRA N.",2023
"TYLER, TX",2023
TYLER’S LAW see Drugs,2023
TYLER CLEMENTI HIGHER EDUCATION ANTI-HARASSMENT ACT see Higher Education Anti-Harassment Act,2023
"TYLER, ANN Y.E.E.",2023
"TWITTER, INC.",2023
"TWIN FALLS, ID",2023
"TUTT, JAMES, JR.",2023
"TUTEN, BRIAN",2023
TUSKEGEE AIRMEN COMMEMORATION DAY,2023
"TURSE, NICK",2023
"TURNEY, JEFFREY R.",2023
"TURNER, WILLIAM T.",2023
"TURNER, TINA",2023
"TURNER, ROGER B., JR.",2023
"TURNER, NAT",2023
"TURNER, MICHAEL R. (a Representative from Ohio)",2023
"TURNER, LEONARD",2023
"TURNER, KEVIN",2023
"TURNER, JULIE",2023
"TURNER, JESSICA",2023
"TURLEY, JONATHAN",2023
TURKMENISTAN,2023
TURKISH REPUBLIC DAY,2023
TURKISH AMERICANS,2023
"TURKEY, REPUBLIC OF",2023
"TURILLI, DUILIO (DEWEY)",2023
"TUREK, STANLEY",2023
"TURCICH, JAMES",2023
"TUPUA-DENSER, CELIANA",2023
"TUNISIA, REPUBLIC OF",2023
"TULSA, OK",2023
"TULLIER, NICHOLAS",2023
"TULLE, ALFREDO B.",2023
"TULL, JESSE C., SR.",2023
"TULEY, COLIN P.",2023
TULE RIVER TRIBE RESERVED WATER RIGHTS SETTLEMENT ACT,2023
TULANE UNIVERSITY,2023
"TUJUNGA, CA",2023
TUESDAY’S CHILDREN (organization),2023
"TUDOR, CLAUDE K., JR.",2023
"TUCSON, AZ",2023
"TUCKER, TANYA",2023
"TUCKER, ROBERT H., JR.",2023
"TUCKER, JASON",2023
"TUBMAN, HARRIET",2023
"TUBERVILLE, TOMMY (a Senator from Alabama)",2023
"TUBAO, GERMINIANO FUENTES (GERRY)",2023
"TUBAO, ANGELES M. (ANGIE)",2023
TU;MA (organization),2023
TSUNAMI WARNING AND EDUCATION ACT,2023
"TSIKHANOUSKAYA, SVIATLANA",2023
"TSCHEULIN, DEVONNIA K.",2023
